"","Symbol","logFC","logCPM","LR","PValue","FDR","sgRNA","Gene_Regulation"
"HGLibB_17273","FERMT2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_17273","Depleted in ToxA"
"HGLibB_17434","FGG",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_17434","Depleted in ToxA"
"HGLibB_18024","FRS2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_18024","Depleted in ToxA"
"HGLibB_18220","FXYD7",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_18220","Depleted in ToxA"
"HGLibB_18509","GALNT11",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_18509","Depleted in ToxA"
"HGLibB_19205","GLCCI1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_19205","Depleted in ToxA"
"HGLibB_19269","GLP2R",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_19269","Depleted in ToxA"
"HGLibB_19367","GMCL1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_19367","Depleted in ToxA"
"HGLibB_20023","GPR52",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_20023","Depleted in ToxA"
"HGLibB_20400","GSK3A",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_20400","Depleted in ToxA"
"HGLibB_21084","HELB",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_21084","Depleted in ToxA"
"HGLibB_21874","HOXA13",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_21874","Depleted in ToxA"
"HGLibB_22210","HSFX2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_22210","Depleted in ToxA"
"HGLibB_22271","HSPB1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_22271","Depleted in ToxA"
"HGLibB_22534","IDS",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_22534","Depleted in ToxA"
"HGLibB_22991","IL18",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_22991","Depleted in ToxA"
"HGLibB_23027","IL1RAPL2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_23027","Depleted in ToxA"
"HGLibB_23104","IL32",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_23104","Depleted in ToxA"
"HGLibB_23523","IRAK1BP1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_23523","Depleted in ToxA"
"HGLibB_23561","IRF6",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_23561","Depleted in ToxA"
"HGLibB_24445","KDELR1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_24445","Depleted in ToxA"
"HGLibB_24887","KIF27",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_24887","Depleted in ToxA"
"HGLibB_25017","KLF13",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_25017","Depleted in ToxA"
"HGLibB_25554","KRTAP10-1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_25554","Depleted in ToxA"
"HGLibB_25671","KRTAP21-1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_25671","Depleted in ToxA"
"HGLibB_25676","KRTAP21-2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_25676","Depleted in ToxA"
"HGLibB_27111","LRFN1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_27111","Depleted in ToxA"
"HGLibB_27148","LRIT2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_27148","Depleted in ToxA"
"HGLibB_27184","LRP5",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_27184","Depleted in ToxA"
"HGLibB_27420","LRRIQ4",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_27420","Depleted in ToxA"
"HGLibB_27446","LRRTM1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_27446","Depleted in ToxA"
"HGLibB_28433","MBD3L2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_28433","Depleted in ToxA"
"HGLibB_28800","MEF2D",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_28800","Depleted in ToxA"
"HGLibB_29142","MIA",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_29142","Depleted in ToxA"
"HGLibB_29370","MLLT10",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_29370","Depleted in ToxA"
"HGLibB_29511","MMS19",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_29511","Depleted in ToxA"
"HGLibB_30544","MUTYH",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_30544","Depleted in ToxA"
"HGLibB_30801","MYO3A",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_30801","Depleted in ToxA"
"HGLibB_31309","NCOA6",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_31309","Depleted in ToxA"
"HGLibB_31407","NDUFA13",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_31407","Depleted in ToxA"
"HGLibB_31946","NKAIN1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_31946","Depleted in ToxA"
"HGLibB_32133","NME8",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_32133","Depleted in ToxA"
"HGLibB_32586","NR4A3",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_32586","Depleted in ToxA"
"HGLibB_32721","NSMCE1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_32721","Depleted in ToxA"
"HGLibB_33023","NUP62CL",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_33023","Depleted in ToxA"
"HGLibB_33130","NXT1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_33130","Depleted in ToxA"
"HGLibB_33361","OPA3",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_33361","Depleted in ToxA"
"HGLibB_33498","OR10R2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_33498","Depleted in ToxA"
"HGLibB_34206","OR5AS1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_34206","Depleted in ToxA"
"HGLibB_34410","OR6Y1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_34410","Depleted in ToxA"
"HGLibB_34486","OR8H3",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_34486","Depleted in ToxA"
"HGLibB_34708","OTUB1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_34708","Depleted in ToxA"
"HGLibB_35014","PALD1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_35014","Depleted in ToxA"
"HGLibB_35251","PAX2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_35251","Depleted in ToxA"
"HGLibB_35665","PDC",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_35665","Depleted in ToxA"
"HGLibB_35817","PDHA2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_35817","Depleted in ToxA"
"HGLibB_36498","PIGB",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_36498","Depleted in ToxA"
"HGLibB_37352","PNP",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_37352","Depleted in ToxA"
"HGLibB_38173","PPP6R1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_38173","Depleted in ToxA"
"HGLibB_38386","PRELP",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_38386","Depleted in ToxA"
"HGLibB_38788","PRR3",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_38788","Depleted in ToxA"
"HGLibB_39703","QSOX1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_39703","Depleted in ToxA"
"HGLibB_40188","RAP2B",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_40188","Depleted in ToxA"
"HGLibB_40629","RCBTB2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_40629","Depleted in ToxA"
"HGLibB_40670","RCVRN",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_40670","Depleted in ToxA"
"HGLibB_41064","RGS9BP",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_41064","Depleted in ToxA"
"HGLibB_41181","RIC3",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_41181","Depleted in ToxA"
"HGLibB_41333","RMND5B",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_41333","Depleted in ToxA"
"HGLibB_41344","RNASE12",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_41344","Depleted in ToxA"
"HGLibB_41626","RNF40",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_41626","Depleted in ToxA"
"HGLibB_42634","SAMD4B",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_42634","Depleted in ToxA"
"HGLibB_43605","SETD7",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_43605","Depleted in ToxA"
"HGLibB_44225","SKIDA1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_44225","Depleted in ToxA"
"HGLibB_44572","SLC24A4",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_44572","Depleted in ToxA"
"HGLibB_44623","SLC25A22",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_44623","Depleted in ToxA"
"HGLibB_44662","SLC25A34",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_44662","Depleted in ToxA"
"HGLibB_44735","SLC26A2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_44735","Depleted in ToxA"
"HGLibB_45547","SMARCA1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_45547","Depleted in ToxA"
"HGLibB_45741","SMOC2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_45741","Depleted in ToxA"
"HGLibB_45846","SNAPC5",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_45846","Depleted in ToxA"
"HGLibB_45943","SNTB1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_45943","Depleted in ToxA"
"HGLibB_47362","STEAP1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_47362","Depleted in ToxA"
"HGLibB_47479","STOML2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_47479","Depleted in ToxA"
"HGLibB_47718","SUMO1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_47718","Depleted in ToxA"
"HGLibB_47946","SYNJ2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_47946","Depleted in ToxA"
"HGLibB_49682","TMBIM4",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_49682","Depleted in ToxA"
"HGLibB_49790","TMEM105",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_49790","Depleted in ToxA"
"HGLibB_49878","TMEM132D",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_49878","Depleted in ToxA"
"HGLibB_50008","TMEM175",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_50008","Depleted in ToxA"
"HGLibB_50078","TMEM19",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_50078","Depleted in ToxA"
"HGLibB_50192","TMEM229B",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_50192","Depleted in ToxA"
"HGLibB_50261","TMEM252",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_50261","Depleted in ToxA"
"HGLibB_50341","TMEM43",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_50341","Depleted in ToxA"
"HGLibB_51818","TSNARE1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_51818","Depleted in ToxA"
"HGLibB_52670","UBQLN2",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_52670","Depleted in ToxA"
"HGLibB_53070","URB1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_53070","Depleted in ToxA"
"HGLibB_53368","UTP14A",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_53368","Depleted in ToxA"
"HGLibB_53630","VMP1",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_53630","Depleted in ToxA"
"HGLibB_53659","VPREB3",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_53659","Depleted in ToxA"
"HGLibB_55395","ZNF132",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_55395","Depleted in ToxA"
"HGLibB_55520","ZNF212",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_55520","Depleted in ToxA"
"HGLibB_55638","ZNF268",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_55638","Depleted in ToxA"
"HGLibB_55644","ZNF274",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_55644","Depleted in ToxA"
"HGLibB_55709","ZNF304",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_55709","Depleted in ToxA"
"HGLibB_55734","ZNF324",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_55734","Depleted in ToxA"
"HGLibB_56105","ZNF529",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_56105","Depleted in ToxA"
"HGLibB_56162","ZNF557",-4.37430006178032,3.03615371132375,6.69300723278356,0.00967917968860108,0.0299446522660615,"HGLibB_56162","Depleted in ToxA"
"HGLibB_47357","STC1",3.46209078149962,5.69768113465849,6.69272374669504,0.00968071890079197,0.0299477992826021,"HGLibB_47357","Enriched in ToxA"
"HGLibB_47622","STXBP5L",-5.33958448897219,9.09651991219402,6.69241802042053,0.00968237914907009,0.0299504188455147,"HGLibB_47622","Depleted in ToxA"
"HGLibB_39850","RAB39A",3.21435722775388,4.99488619612723,6.6923755620933,0.00968260974232837,0.0299504188455147,"HGLibB_39850","Enriched in ToxA"
"HGLibA_42526","RYR3",3.59016805104848,4.28903501052524,6.69160921809196,0.00968677276166869,0.0299584504153532,"HGLibA_42526","Enriched in ToxA"
"HGLibA_54622","XYLT2",3.59016805104848,4.28903501052524,6.69160921809196,0.00968677276166869,0.0299584504153532,"HGLibA_54622","Enriched in ToxA"
"HGLibB_30477","MUC1",4.05571401391235,4.64124983618918,6.69031702754503,0.00969379649696906,0.0299769410025659,"HGLibB_30477","Enriched in ToxA"
"HGLibB_05361","C14orf39",3.13737024175379,6.37410147864711,6.69020973959662,0.00969437989796179,0.0299771293460042,"HGLibB_05361","Enriched in ToxA"
"HGLibB_20779","HADHA",-4.62560780103327,5.35317029488266,6.68968201081901,0.00969725005892884,0.0299843884468297,"HGLibB_20779","Depleted in ToxA"
"HGLibA_12680","DDX25",-3.56647796235127,3.75283634606643,6.68789291348088,0.00970698691194839,0.0300096432858721,"HGLibA_12680","Depleted in ToxA"
"HGLibB_37204","PLXDC1",-3.56647796235127,3.75283634606643,6.68789291348088,0.00970698691194839,0.0300096432858721,"HGLibB_37204","Depleted in ToxA"
"HGLibB_48446","TBC1D22B",-3.56647796235127,3.75283634606643,6.68789291348088,0.00970698691194839,0.0300096432858721,"HGLibB_48446","Depleted in ToxA"
"HGLibA_01557","ALDH1L2",-5.59572595352513,3.75171105563267,6.68706906092911,0.00971147395499301,0.0300202799148607,"HGLibA_01557","Depleted in ToxA"
"HGLibB_06864","CACFD1",-5.59572595352513,3.75171105563267,6.68706906092911,0.00971147395499301,0.0300202799148607,"HGLibB_06864","Depleted in ToxA"
"HGLibA_40664","RC3H2",-4.89124485030496,4.69563937913678,6.68586019419325,0.00971806179253619,0.0300380760963108,"HGLibA_40664","Depleted in ToxA"
"HGLibA_23927","JAKMIP3",-3.56558593299724,3.75285639418096,6.68572448452601,0.00971880164146581,0.0300380760963108,"HGLibA_23927","Depleted in ToxA"
"HGLibB_45342","SLC8A3",-3.56558593299724,3.75285639418096,6.68572448452601,0.00971880164146581,0.0300380760963108,"HGLibB_45342","Depleted in ToxA"
"HGLibA_43866","SGSM3",3.33751099974197,3.95902545156752,6.68341009865593,0.00973142787663497,0.0300754800455817,"HGLibA_43866","Enriched in ToxA"
"HGLibA_19479","GNAT3",1.5188431005444,6.2295192195201,6.68247026339664,0.00973655998711349,0.0300897202338089,"HGLibA_19479","Enriched in ToxA"
"HGLibA_37292","PMAIP1",3.83205308761466,4.24529501485893,6.67757804019716,0.00976331952727316,0.0301691674065947,"HGLibA_37292","Enriched in ToxA"
"HGLibA_40854","RER1",3.55277838763034,5.63174526951082,6.67483989260164,0.00977832956032823,0.0302139219013739,"HGLibA_40854","Enriched in ToxA"
"HGLibA_45985","SNRPE",5.07479440767959,3.7641990671887,6.6744398534649,0.00978052448184646,0.0302190764767611,"HGLibA_45985","Enriched in ToxA"
"HGLibA_08391","CD44",3.05358464583682,5.44623714150398,6.67302448269163,0.00978829434531942,0.0302414545758757,"HGLibA_08391","Enriched in ToxA"
"HGLibA_17500","FIBIN",2.50280074937926,4.74749219008774,6.67164935782415,0.00979584933153798,0.0302631664260583,"HGLibA_17500","Enriched in ToxA"
"HGLibA_20270","GRIA4",2.88614865116838,4.21374398904722,6.66847228669976,0.00981332713550906,0.0303122654110887,"HGLibA_20270","Enriched in ToxA"
"HGLibB_46351","SPANXN3",2.88614865116838,4.21374398904722,6.66847228669976,0.00981332713550906,0.0303122654110887,"HGLibB_46351","Enriched in ToxA"
"HGLibA_19144","GJA4",-3.65790591708959,3.8516037330684,6.66704602539192,0.00982118371886845,0.0303349003231569,"HGLibA_19144","Depleted in ToxA"
"HGLibB_25931","LAMC1",-6.24757988625552,3.94282533006303,6.66591736593231,0.00982740552603767,0.0303524837018389,"HGLibB_25931","Depleted in ToxA"
"HGLibB_33295","OLAH",-3.90124235316328,4.19221765988413,6.66302683847844,0.00984335816768679,0.0304001177883778,"HGLibB_33295","Depleted in ToxA"
"HGLibB_48514","TBC1D9",4.67246536861427,3.54003830417808,6.66235563576459,0.00984706628878865,0.030409281947882,"HGLibB_48514","Enriched in ToxA"
"HGLibA_39676","PYCR2",-3.65713405814775,3.85172042405405,6.66229786460945,0.00984738551774701,0.030409281947882,"HGLibA_39676","Depleted in ToxA"
"HGLibB_55428","ZNF146",3.14331845745012,4.17223326629592,6.66087407246501,0.00985525638955134,0.0304319496683385,"HGLibB_55428","Enriched in ToxA"
"HGLibB_50973","TOX",-7.07986099618342,4.55595432633635,6.6601980050199,0.00985899601819019,0.0304418588101623,"HGLibB_50973","Depleted in ToxA"
"HGLibA_53935","VWF",-6.24757982334955,3.94329938335743,6.6592125597827,0.00986444955732305,0.0304490067499994,"HGLibA_53935","Depleted in ToxA"
"HGLibB_28810","MEGF11",-6.24757982334955,3.94329938335743,6.6592125597827,0.00986444955732305,0.0304490067499994,"HGLibB_28810","Depleted in ToxA"
"HGLibB_54910","ZC3H4",-6.24757982334955,3.94329938335743,6.6592125597827,0.00986444955732305,0.0304490067499994,"HGLibB_54910","Depleted in ToxA"
"HGLibA_07604","CCDC136",3.38992436839118,5.12049693303168,6.65891701579877,0.00986608572580912,0.0304490067499994,"HGLibA_07604","Enriched in ToxA"
"HGLibB_04831","BRMS1L",-6.24863244748831,3.94382561455542,6.65891670370909,0.00986608745372367,0.0304490067499994,"HGLibB_04831","Depleted in ToxA"
"HGLibB_21302","HINT3",-6.24863244748831,3.94382561455542,6.65891670370909,0.00986608745372367,0.0304490067499994,"HGLibB_21302","Depleted in ToxA"
"HGLibB_35977","PEF1",-6.24863244748831,3.94382561455542,6.65891670370909,0.00986608745372367,0.0304490067499994,"HGLibB_35977","Depleted in ToxA"
"HGLibB_51958","TST",-6.24863244748831,3.94382561455542,6.65891670370909,0.00986608745372367,0.0304490067499994,"HGLibB_51958","Depleted in ToxA"
"HGLibA_40708","RCN3",-4.45517537769817,4.36891132906971,6.65800957560678,0.00987111116639925,0.0304628724086829,"HGLibA_40708","Depleted in ToxA"
"HGLibB_21561","HKDC1",3.28581706496544,4.17389633576199,6.65704351157304,0.00987646415121581,0.0304777526757587,"HGLibB_21561","Enriched in ToxA"
"HGLibA_37893","PPIA",-3.65815303015199,3.85223162642354,6.6565403111856,0.00987925357530059,0.0304847208828979,"HGLibA_37893","Depleted in ToxA"
"HGLibA_04908","BTBD18",2.67444787456342,4.35844939658029,6.65442969757855,0.00989096227767044,0.0305192093555333,"HGLibA_04908","Enriched in ToxA"
"HGLibA_32850","NTMT1",2.32957380093964,4.9176593220043,6.6537074467266,0.00989497225450993,0.0305299404763645,"HGLibA_32850","Enriched in ToxA"
"HGLibB_20646","GUK1",-4.55285259560741,4.66932653552232,6.65331309315094,0.0098971624306137,0.0305350559330824,"HGLibB_20646","Depleted in ToxA"
"HGLibA_22018","HPCAL1",-4.50660300810637,4.46557669977906,6.65221181440882,0.00990328138632257,0.0305522913898739,"HGLibA_22018","Depleted in ToxA"
"HGLibA_01569","ALDH3B1",-3.65737923861373,3.8523482911076,6.65178935977874,0.00990562966928685,0.0305565393159276,"HGLibA_01569","Depleted in ToxA"
"HGLibA_28216","MAP4K3",3.14317345898781,4.24705505523797,6.65177248066039,0.00990572350647407,0.0305565393159276,"HGLibA_28216","Enriched in ToxA"
"HGLibA_06053","C22orf15",-3.97490500814473,4.26524797488317,6.65100055549978,0.00991001589418211,0.0305681366611242,"HGLibA_06053","Depleted in ToxA"
"HGLibB_13850","DPP4",5.23785098808388,3.48263597649736,6.65017588515714,0.00991460368422345,0.030580643899519,"HGLibB_13850","Enriched in ToxA"
"HGLibB_35993","PELI3",2.94744010954188,4.76686454552337,6.64827773743293,0.00992517169546239,0.0306115942201787,"HGLibB_35993","Enriched in ToxA"
"HGLibB_28058","MANSC1",5.07402039062917,3.9570409738491,6.64453134682221,0.00994606376269056,0.0306743813501503,"HGLibB_28058","Enriched in ToxA"
"HGLibB_49543","TLDC2",3.45095742649633,4.47996194419462,6.64437357332869,0.00994694458841452,0.0306754489287845,"HGLibB_49543","Enriched in ToxA"
"HGLibB_46937","SRM",-4.62577471389557,3.47101287999523,6.64249648074504,0.00995743025028363,0.0307044848838828,"HGLibB_46937","Depleted in ToxA"
"HGLibB_45748","SMPD1",2.66630901734417,4.6934757293023,6.64232654890781,0.00995838006872239,0.0307057634053211,"HGLibB_45748","Enriched in ToxA"
"HGLibB_27664","LYL1",-3.8243342133631,4.40229986054967,6.63937663631645,0.00997488314013602,0.0307430912929106,"HGLibB_27664","Depleted in ToxA"
"HGLibB_44448","SLC19A2",5.07479939210603,4.04265529458525,6.6390802011907,0.00997654307402493,0.0307430912929106,"HGLibB_44448","Enriched in ToxA"
"HGLibB_37384","PNPT1",-3.26493999875621,4.72474610512118,6.63870930457976,0.00997862036512884,0.0307430912929106,"HGLibB_37384","Depleted in ToxA"
"HGLibB_21855","HOPX",-4.50449616533854,4.40177987634894,6.63824847225797,0.00998120197929272,0.0307430912929106,"HGLibB_21855","Depleted in ToxA"
"HGLibB_33621","OR1F1",-5.19067584599541,3.85253021914985,6.63526166706746,0.00999795087086589,0.0307430912929106,"HGLibB_33621","Depleted in ToxA"
"HGLibA_11869","CXCL3",-6.32062434925874,3.94284773051141,6.63471692890284,0.0100010086642574,0.0307430912929106,"HGLibA_11869","Depleted in ToxA"
"HGLibA_13361","DLL1",-6.32062434925874,3.94284773051141,6.63471692890284,0.0100010086642574,0.0307430912929106,"HGLibA_13361","Depleted in ToxA"
"HGLibA_13978","DRG2",-6.32062434925874,3.94284773051141,6.63471692890284,0.0100010086642574,0.0307430912929106,"HGLibA_13978","Depleted in ToxA"
"HGLibA_19401","GMEB2",-6.32062434925874,3.94284773051141,6.63471692890284,0.0100010086642574,0.0307430912929106,"HGLibA_19401","Depleted in ToxA"
"HGLibA_31655","NEK5",-6.32062434925874,3.94284773051141,6.63471692890284,0.0100010086642574,0.0307430912929106,"HGLibA_31655","Depleted in ToxA"
"HGLibA_32339","NOTCH1",-6.32062434925874,3.94284773051141,6.63471692890284,0.0100010086642574,0.0307430912929106,"HGLibA_32339","Depleted in ToxA"
